,Date,ticker,predicted,return,top,strat
66,2024-07-05,PYPL,0.5024300086433777,0.0020100330751596,1,0.0020100330751596
67,2024-07-08,PYPL,0.2879926219950585,-0.0112748047978881,0,-0.0112748047978881
68,2024-07-09,PYPL,0.46820121938734116,-0.0015242640341601,0,-0.0
69,2024-07-10,PYPL,0.4675893272669668,-0.0016963273419154,0,-0.0
70,2024-07-11,PYPL,0.6847459013200614,0.0183367930803072,1,0.0
71,2024-07-12,PYPL,0.5311968238971789,0.0046565654460575,0,0.0046565654460575
72,2024-07-15,PYPL,0.5171827698283621,0.0033129193818737,0,0.0
73,2024-07-16,PYPL,0.7311207689243127,0.0219177914170814,1,0.0
74,2024-07-17,PYPL,0.40871277724744914,-0.0092645876916271,0,-0.0092645876916271
75,2024-07-18,PYPL,0.24256073090039773,-0.0204560359753962,0,-0.0
76,2024-07-19,PYPL,0.3061905750589737,-0.0112294510893431,0,-0.0
77,2024-07-22,PYPL,0.7081265345644814,0.023981142547231,1,0.0
78,2024-07-23,PYPL,0.2765079935023398,-0.0175967584539855,0,-0.0175967584539855
79,2024-07-24,PYPL,0.20453784260753188,-0.0278503210973532,0,-0.0
80,2024-07-25,PYPL,0.26650614326976896,-0.0147456651731812,0,-0.0
81,2024-07-26,PYPL,0.6876427782830332,0.0185270588084119,1,0.0
82,2024-07-29,PYPL,0.6157851566540601,0.0110893862458543,1,0.0110893862458543
83,2024-07-30,PYPL,0.9550147561410061,0.0823631293499372,1,0.0823631293499372
85,2024-07-02,KHC,0.5474482841593103,0.0043845791605247,1,0.0
86,2024-07-03,KHC,0.5331174726808192,0.002808557077037,1,0.002808557077037
87,2024-07-05,KHC,0.49084090241632183,0.0,1,0.0
88,2024-07-08,KHC,0.5109245959206705,0.0003115227240369,1,0.0003115227240369
89,2024-07-09,KHC,0.4481102841654967,-0.0053099663164595,0,-0.0053099663164595
90,2024-07-10,KHC,0.4919175978788829,-0.0003132413125719,0,-0.0
91,2024-07-11,KHC,0.5990279124737502,0.008112376075867,0,0.0
92,2024-07-12,KHC,0.45977542337839483,-0.0034241468584997,0,-0.0
93,2024-07-15,KHC,0.5637835708799865,0.0068366089343249,0,0.0
94,2024-07-16,KHC,0.6331366671060249,0.0168896761071695,0,0.0
95,2024-07-17,KHC,0.6938435023179668,0.0317677701669497,1,0.0
96,2024-07-18,KHC,0.43260048273513985,-0.0038422114447691,1,-0.0038422114447691
97,2024-07-19,KHC,0.3143098978564572,-0.0194355506856092,0,-0.0194355506856092
98,2024-07-22,KHC,0.3510422313158572,-0.0090992209037274,0,-0.0
99,2024-07-23,KHC,0.48539101795124795,-0.0006095842337262,1,-0.0
100,2024-07-24,KHC,0.5786262404490974,0.0075930510835454,1,0.0075930510835454
101,2024-07-25,KHC,0.5722082486443976,0.0072355358752114,0,0.0072355358752114
102,2024-07-26,KHC,0.5198889418886735,0.0021005166979504,0,0.0
103,2024-07-29,KHC,0.518066953628556,0.0017968725916014,0,0.0
104,2024-07-30,KHC,0.628139424659864,0.0124890708690636,1,0.0
106,2024-07-02,GILD,0.45827801708652016,-0.0035025993509628,0,-0.0035025993509628
107,2024-07-03,GILD,0.28103005804423864,-0.0268184858090309,0,-0.0
108,2024-07-05,GILD,0.47753903308189927,0.0015006921248502,1,0.0
109,2024-07-08,GILD,0.6068982182937108,0.0128130563314735,1,0.0128130563314735
110,2024-07-09,GILD,0.5400998253612408,0.0031039722862535,1,0.0031039722862535
111,2024-07-10,GILD,0.6258549739129358,0.0145046546764585,1,0.0145046546764585
112,2024-07-11,GILD,0.6383533163513361,0.0175898596572174,1,0.0175898596572174
113,2024-07-12,GILD,0.5039314808191127,-0.0001429591399369,0,-0.0001429591399369
114,2024-07-15,GILD,0.6183045007182137,0.0120765621214513,0,0.0
115,2024-07-16,GILD,0.612588961036266,0.0116533694873948,0,0.0
116,2024-07-17,GILD,0.6487732443310561,0.0229070818536012,1,0.0
117,2024-07-18,GILD,0.521620758173567,0.0028608299199934,1,0.0028608299199934
118,2024-07-19,GILD,0.34966190732374275,-0.0130077082862449,0,-0.0130077082862449
119,2024-07-22,GILD,0.47686384231895146,-0.0020693101847933,0,-0.0
120,2024-07-23,GILD,0.3357819427917472,-0.0172731063920851,0,-0.0
121,2024-07-24,GILD,0.6921970088783466,0.0322140506355122,1,0.0
122,2024-07-25,GILD,0.7164527494098121,0.0401360729459006,1,0.0401360729459006
123,2024-07-26,GILD,0.569769072118534,0.0065138321261169,0,0.0065138321261169
124,2024-07-29,GILD,0.6009723810128775,0.0093060151384226,0,0.0
125,2024-07-30,GILD,0.557232985464263,0.004108359632245,0,0.0
127,2024-07-02,GEHC,0.49379481968495864,0.0009175272545647,0,0.0
128,2024-07-03,GEHC,0.6299982004263267,0.0118513781308878,1,0.0
129,2024-07-05,GEHC,0.44453479512134564,-0.0023331955806453,0,-0.0023331955806453
130,2024-07-08,GEHC,0.3284965358358378,-0.0092562435805243,0,-0.0
131,2024-07-09,GEHC,0.5531239383793976,0.0067877319975943,1,0.0
132,2024-07-10,GEHC,0.7416921108641921,0.0291026326961123,1,0.0291026326961123
133,2024-07-11,GEHC,0.6440674734435927,0.010058036518071,1,0.010058036518071
134,2024-07-12,GEHC,0.5754478130486035,0.0042440779772545,1,0.0042440779772545
135,2024-07-15,GEHC,0.5107856991886288,-0.0011216946525638,0,-0.0011216946525638
136,2024-07-16,GEHC,0.8142672407776304,0.0300949654870534,1,0.0
137,2024-07-17,GEHC,0.5052406646250022,-0.0020591428429114,0,-0.0020591428429114
138,2024-07-18,GEHC,0.32818389578075535,-0.0182323857153488,0,-0.0
139,2024-07-19,GEHC,0.4303547019604752,-0.0063201414174825,0,-0.0
140,2024-07-22,GEHC,0.6060538631450588,0.0097730831340395,1,0.0
141,2024-07-23,GEHC,0.452618776609948,-0.0050602225148057,1,-0.0050602225148057
142,2024-07-24,GEHC,0.33769151489374216,-0.0140803178283841,0,-0.0140803178283841
143,2024-07-25,GEHC,0.5345776238056518,0.0028819733832529,0,0.0
144,2024-07-26,GEHC,0.5788184612721526,0.0072310729953146,0,0.0
145,2024-07-29,GEHC,0.7227012240416284,0.019071670305461,1,0.0
146,2024-07-30,GEHC,0.6357061277556413,0.007285987998989,1,0.007285987998989
148,2024-07-02,FAST,0.5827065293508977,0.0107329443682541,1,0.0
149,2024-07-03,FAST,0.4855474509492817,-0.0011160160825609,0,-0.0011160160825609
150,2024-07-05,FAST,0.581494692707623,0.0074693114401531,1,0.0
151,2024-07-08,FAST,0.45062812544493064,-0.0052385233786172,1,-0.0052385233786172
152,2024-07-09,FAST,0.4413142671740148,-0.0043065593635715,0,-0.0043065593635715
153,2024-07-10,FAST,0.6383173147855568,0.0150711907157542,1,0.0
154,2024-07-11,FAST,0.6294002436420212,0.0103384395289879,0,0.0103384395289879
155,2024-07-12,FAST,0.6367581581778076,0.0195980113925661,1,0.0
156,2024-07-15,FAST,0.7216799370990656,0.0358708782729542,1,0.0358708782729542
157,2024-07-16,FAST,0.6518711948055066,0.0175364868445342,1,0.0175364868445342
158,2024-07-17,FAST,0.6315696398406551,0.0138112339643245,1,0.0138112339643245
159,2024-07-18,FAST,0.34334983755235876,-0.0167126901886951,0,-0.0167126901886951
160,2024-07-19,FAST,0.351687248021163,-0.0137509599846018,0,-0.0
161,2024-07-22,FAST,0.5626729865684722,0.0057281043760877,1,0.0
162,2024-07-23,FAST,0.41154251939351094,-0.0055807410603814,0,-0.0055807410603814
163,2024-07-24,FAST,0.3717913274636194,-0.0087273608901202,1,-0.0
164,2024-07-25,FAST,0.6676860328745702,0.02566691814799,1,0.02566691814799
165,2024-07-26,FAST,0.656729960740283,0.0244546790410042,1,0.0244546790410042
166,2024-07-29,FAST,0.5777825217380561,0.0059506857100632,0,0.0059506857100632
167,2024-07-30,FAST,0.49918616674117056,0.0014116105379843,0,0.0
169,2024-07-02,BKR,0.39942268240176604,-0.0071808440075057,0,-0.0071808440075057
170,2024-07-03,BKR,0.4091508864842151,-0.0063620054518721,0,-0.0
171,2024-07-05,BKR,0.39574956262926214,-0.0072791118060073,0,-0.0
172,2024-07-08,BKR,0.4486404522805648,-0.0014622915956771,1,-0.0
173,2024-07-09,BKR,0.29376598741362214,-0.0218943029797754,0,-0.0218943029797754
174,2024-07-10,BKR,0.620738488693661,0.0121898296863138,1,0.0
175,2024-07-11,BKR,0.6476105486767167,0.019605549225676,1,0.019605549225676
176,2024-07-12,BKR,0.4800720698235249,-0.000289764435483,0,-0.000289764435483
177,2024-07-15,BKR,0.7150775790079151,0.0344714119312005,1,0.0
178,2024-07-16,BKR,0.6508107504607239,0.0163869842846745,0,0.0163869842846745
179,2024-07-17,BKR,0.455498831437947,-0.0038641889490112,0,-0.0
180,2024-07-18,BKR,0.38390986328878246,-0.0074948431508354,1,-0.0
181,2024-07-19,BKR,0.4999483972834735,0.0011139214657053,1,0.0011139214657053
182,2024-07-22,BKR,0.3886155337823002,-0.0075430014630183,0,-0.0075430014630183
183,2024-07-23,BKR,0.47352981575049014,-0.000280418494073,1,-0.0
184,2024-07-24,BKR,0.29601183661557673,-0.0212623167321171,0,-0.0212623167321171
185,2024-07-25,BKR,0.6450296076916899,0.0192968607708808,1,0.0
186,2024-07-26,BKR,0.7935358704276001,0.0565492610731739,1,0.0565492610731739
187,2024-07-29,BKR,0.6691435371859713,0.0215457537216097,1,0.0215457537216097
188,2024-07-30,BKR,0.4111933877787754,-0.0059966164193438,0,-0.0059966164193438
190,2024-07-02,ADP,0.5333722876801283,0.0040652467913254,0,0.0040652467913254
191,2024-07-03,ADP,0.5089130524637413,0.0011825772136487,0,0.0
192,2024-07-05,ADP,0.426531706431445,-0.0057146899233024,0,-0.0
193,2024-07-08,ADP,0.4005718635582509,-0.0090405524792407,0,-0.0
194,2024-07-09,ADP,0.5537272438346111,0.0054256429055332,1,0.0
195,2024-07-10,ADP,0.4737593272942623,-0.0023888285755375,0,-0.0023888285755375
196,2024-07-11,ADP,0.56488534672225,0.0063008892957938,0,0.0
197,2024-07-12,ADP,0.6010505425696486,0.0100919228456479,1,0.0
198,2024-07-15,ADP,0.6433934691570011,0.0192241391605625,1,0.0192241391605625
199,2024-07-16,ADP,0.6218052894167956,0.0130207297170181,0,0.0130207297170181
200,2024-07-17,ADP,0.6179502455442046,0.0138568182600651,0,0.0
201,2024-07-18,ADP,0.395207897898717,-0.0074499735541974,1,-0.0
202,2024-07-19,ADP,0.4744701958656175,-0.0017395585834915,1,-0.0017395585834915
203,2024-07-22,ADP,0.5320535789313457,0.0041215682178493,1,0.0041215682178493
204,2024-07-23,ADP,0.5118715055151695,0.0014506212075169,1,0.0014506212075169
205,2024-07-24,ADP,0.4399759215730946,-0.0050459284344716,1,-0.0050459284344716
206,2024-07-25,ADP,0.5905254397342978,0.009986374721099,1,0.009986374721099
207,2024-07-26,ADP,0.6061289617814838,0.0123047698363022,0,0.0123047698363022
208,2024-07-29,ADP,0.5924779466407859,0.0100024797105737,0,0.0
209,2024-07-30,ADP,0.5885433403632737,0.009864525007673,0,0.0
